LABEL;name;VOTES_PERCENT;TEMPERATURE;WEIGHTED_TEMP
Venstre, Danmarks Liberale Parti;Denmark;23.5;1.0;23.5
Vihreä liitto  ;Finland;16.0;;
Visuomeninis rinkimų komitetas „Aušros Maldeikienės traukinys“;Lithuania;6.51;0.0;0.0
Visuomeninis rinkimų komitetas „Prezidento Rolando Pakso judėjimas“;Lithuania;4.0;1.0;4.0
Visuomeninis rinkimų komitetas „Vytautas Radžvilas: susigrąžinkime valstybę!“;Lithuania;3.35;1.0;3.35
Vlaams Belang;Belgium;11.68;2.0;23.36
Vlaams Belang;Belgium;19.08;2.0;38.16
Vlaams Belang;;11.68;2.0;23.36
Vlaams Belang;;19.08;2.0;38.16
Volkspartij voor Vrijheid en Democratie;Netherlands;14.64;1.0;14.64
Volt;Luxembourg;2.11;-0.5;-1.055
Volt;Netherlands;1.93;-0.5;-0.965
Volya / Воля;Bulgaria;3.62;1.5;5.43
Vänsterpartiet;Sweden;6.8;-2.0;-13.6
Vědci pro Českou republiku   ;Czechia;0.82;;
Wiosna Roberta Biedronia;Poland;6.06;-1.5;-9.09
ZSI - Gibanje Zedinjena Slovenija;Slovenia;0.68;-1.0;-0.68
Zeleni Slovenije;Slovenia;2.22;-1.0;-2.22
Ökologisch-Demokratische Partei;Germany;1.0;-1.0;-1.0
Österreichische Volkspartei;Austria;34.55;1.0;34.55
Česká pirátská strana;Czechia;13.95;-0.5;-6.975
Česká strana sociálně demokratická;Czechia;3.95;-1.5;-5.925000000000001
Živi zid;Croatia;5.66;1.5;8.49
Ένωση Κεντρώων / Union of Centrists;;1.45;0.0;0.0
Ανεξάρτητοι Έλληνες/Independent Greeks;;0.8;1.5;1.2000000000000002
Ανορθωτικό Κόμμα Εργαζόμενου Λαού/Progressive Party of Working People;Cyprus;27.49;-1.5;-41.235
Αντικαπιταλιστική Αριστερή Συνεργασία για την Ανατροπή/Front of the Greek Anticapitalist Left ;;0.64;;
Δημοκρατική Παράταξη / Democratic Alingment;Cyprus;3.8;-1.0;-3.8
Δημοκρατικό Κόμμα/Democratic Party;Cyprus;13.8;1.0;13.8
Δημοκρατικός Συναγερμός/Democratic Rally;Cyprus;29.02;1.0;29.02
ΕΔΕΚ Κίνημα Σοσιαλδημοκρατών/Movement for Social Democrats EDEK;Cyprus;10.58;-1.5;-15.870000000000001
Εθνικό Λαϊκό Μέτωπο/National Popular Front;Cyprus;8.25;2.0;16.5
Ελληνική Λύση / Greek Solution;;4.18;2.0;8.36
Κομμουνιστικό Κόμμα Ελλάδας/Communist Party of Greece;;5.35;-2.0;-10.7
Λαϊκή Ενότητα-Μέτωπο ανατροπής / Popular Unity;;0.56;-2.0;-1.12
Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής /European Realistic Disobedience Front;;2.99;-1.5;-4.485
Νέα Δημοκρατία/New Democracy;;33.12;1.0;33.12
Οικολόγοι Πράσινοι/Ecologist Greens;;0.87;-1.0;-0.87
Πλεύση Ελευθερίας /Course of Freedom;;1.61;-1.5;-2.415
Συμμαχία Πολιτών-Κίνημα Οικολόγων/Citizens Alliance-Movement of Ecologist;Cyprus;3.29;-1.0;-3.29
Συνασπισμός Ριζοσπαστικής Αριστεράς/Coalition of the Radical Left;;23.75;-2.0;-47.5
Το Ποτάμι/The River;;1.52;-0.5;-0.76
Χρυσή Αυγή/Golden Dawn;;4.87;2.0;9.74
